Y_pestis_CO92_2014	Y_pestis_CO92	Similarity_Y_pestis_CO92_2014.to.Y_pestis_CO92	Similarity_Y_pestis_CO92.to.Y_pestis_CO92_2014
KGA54621.1	gnl|YPES214092|GKDD-1127-MONOMER	100.0	100.0
KGA54622.1	gnl|YPES214092|GKDD-1110-MONOMER	100.0	100.0
KGA54624.1	gnl|YPES214092|GKDD-1124-MONOMER	100.0	100.0
KGA54625.1	gnl|YPES214092|GKDD-1146-MONOMER	100.0	100.0
KGA54626.1	gnl|YPES214092|GKDD-1196-MONOMER	100.0	100.0
KGA54627.1	gnl|YPES214092|GKDD-1123-MONOMER	100.0	100.0
KGA54628.1	gnl|YPES214092|GKDD-3592-MONOMER	100.0	100.0
KGA54629.1	gnl|YPES214092|GKDD-1174-MONOMER	100.0	100.0
KGA54630.1	gnl|YPES214092|GKDD-1186-MONOMER	100.0	100.0
KGA54631.1	gnl|YPES214092|GKDD-1156-MONOMER	100.0	100.0
KGA54632.1	gnl|YPES214092|GKDD-1184-MONOMER	100.0	100.0
KGA54634.1	gnl|YPES214092|GKDD-1125-MONOMER	100.0	100.0
KGA54636.1	gnl|YPES214092|GKDD-1147-MONOMER	100.0	100.0
KGA54637.1	gnl|YPES214092|GKDD-1119-MONOMER	100.0	100.0
KGA54639.1	gnl|YPES214092|GKDD-1145-MONOMER	100.0	100.0
KGA54619.1	gnl|YPES214092|GKDD-1180-MONOMER	100.0	100.0
KGA54640.1	gnl|YPES214092|GKDD-3594-MONOMER	100.0	100.0
KGA54641.1	gnl|YPES214092|GKDD-1155-MONOMER	100.0	100.0
KGA54642.1	gnl|YPES214092|GKDD-1188-MONOMER	100.0	100.0
KGA54643.1	gnl|YPES214092|GKDD-1193-MONOMER	100.0	100.0
KGA54644.1	gnl|YPES214092|GKDD-1157-MONOMER	100.0	100.0
KGA54645.1	gnl|YPES214092|GKDD-1150-MONOMER	100.0	100.0
KGA54646.1	gnl|YPES214092|GKDD-1190-MONOMER	100.0	100.0
KGA54647.1	gnl|YPES214092|GKDD-1120-MONOMER	100.0	100.0
KGA54649.1	gnl|YPES214092|GKDD-17-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-1106-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-1115-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-1162-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-1202-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-1356-MONOMER	100.0	100.0
KGA54620.1	gnl|YPES214092|GKDD-22-MONOMER	100.0	100.0
KGA54618.1	gnl|YPES214092|GKDD-1178-MONOMER	100.0	100.0
KGA54580.1	gnl|YPES214092|GKDD-2414-MONOMER	100.0	100.0
KGA54599.1	gnl|YPES214092|GKDD-2475-MONOMER	100.0	100.0
KGA54581.1	gnl|YPES214092|GKDD-2462-MONOMER	100.0	100.0
KGA54583.1	gnl|YPES214092|GKDD-2469-MONOMER	100.0	100.0
KGA54584.1	gnl|YPES214092|GKDD-2452-MONOMER	100.0	100.0
KGA54586.1	gnl|YPES214092|GKDD-2407-MONOMER	100.0	100.0
KGA54588.1	gnl|YPES214092|GKDD-2441-MONOMER	100.0	100.0
KGA54589.1	gnl|YPES214092|GKDD-2386-MONOMER	100.0	100.0
KGA54591.1	gnl|YPES214092|GKDD-2398-MONOMER	100.0	100.0
KGA54592.1	gnl|YPES214092|GKDD-2417-MONOMER	100.0	100.0
KGA54593.1	gnl|YPES214092|GKDD-2446-MONOMER	100.0	100.0
KGA54594.1	gnl|YPES214092|GKDD-2390-MONOMER	100.0	100.0
KGA54595.1	gnl|YPES214092|GKDD-2410-MONOMER	100.0	100.0
KGA54596.1	gnl|YPES214092|GKDD-2458-MONOMER	100.0	100.0
KGA54597.1	gnl|YPES214092|GKDD-2412-MONOMER	100.0	100.0
KGA54598.1	gnl|YPES214092|GKDD-2403-MONOMER	100.0	100.0
KGA54600.1	gnl|YPES214092|GKDD-2447-MONOMER	100.0	100.0
KGA54617.1	gnl|YPES214092|GKDD-1128-MONOMER	100.0	100.0
KGA54601.1	gnl|YPES214092|GKDD-2442-MONOMER	100.0	100.0
KGA54602.1	gnl|YPES214092|GKDD-2472-MONOMER	100.0	100.0
KGA54603.1	gnl|YPES214092|GKDD-2405-MONOMER	100.0	100.0
KGA54605.1	gnl|YPES214092|GKDD-2388-MONOMER	100.0	100.0
KGA54606.1	gnl|YPES214092|GKDD-2428-MONOMER	100.0	100.0
KGA54607.1	gnl|YPES214092|GKDD-2418-MONOMER	100.0	100.0
KGA54608.1	gnl|YPES214092|GKDD-2476-MONOMER	100.0	100.0
KGA54609.1	gnl|YPES214092|GKDD-2394-MONOMER	100.0	100.0
KGA54610.1	gnl|YPES214092|GKDD-2415-MONOMER	100.0	100.0
KGA54611.1	gnl|YPES214092|GKDD-2457-MONOMER	100.0	100.0
KGA54613.1	gnl|YPES214092|GKDD-2408-MONOMER	100.0	100.0
KGA54614.1	gnl|YPES214092|GKDD-2385-MONOMER	100.0	100.0
KGA54615.1	gnl|YPES214092|GKDD-1173-MONOMER	100.0	100.0
KGA54616.1	gnl|YPES214092|GKDD-20-MONOMER	100.0	100.0
KGA54526.1	gnl|YPES214092|GKDD-2401-MONOMER	100.0	100.0
KGA54524.1	gnl|YPES214092|GKDD-2406-MONOMER	100.0	100.0
KGA54359.1	gnl|YPES214092|GKDD-1760-MONOMER	100.0	100.0
KGA54412.1	gnl|YPES214092|GKDD-1738-MONOMER	100.0	100.0
KGA54419.1	gnl|YPES214092|GKDD-1758-MONOMER	100.0	100.0
KGA54418.1	gnl|YPES214092|GKDD-1720-MONOMER	100.0	100.0
KGA54417.1	gnl|YPES214092|GKDD-1700-MONOMER	100.0	100.0
KGA54416.1	gnl|YPES214092|GKDD-1688-MONOMER	100.0	100.0
KGA54415.1	gnl|YPES214092|GKDD-1735-MONOMER	100.0	100.0
KGA54414.1	gnl|YPES214092|GKDD-1787-MONOMER	100.0	100.0
KGA54411.1	gnl|YPES214092|GKDD-1803-MONOMER	100.0	100.0
KGA54523.1	gnl|YPES214092|GKDD-2430-MONOMER	100.0	100.0
KGA54410.1	gnl|YPES214092|GKDD-1801-MONOMER	100.0	100.0
KGA54408.1	gnl|YPES214092|GKDD-1717-MONOMER	100.0	100.0
KGA54407.1	gnl|YPES214092|GKDD-1766-MONOMER	100.0	100.0
KGA54406.1	gnl|YPES214092|GKDD-1751-MONOMER	100.0	100.0
KGA54405.1	gnl|YPES214092|GKDD-1736-MONOMER	100.0	100.0
KGA54403.1	gnl|YPES214092|GKDD-1765-MONOMER	100.0	100.0
KGA54420.1	gnl|YPES214092|GKDD-1805-MONOMER	100.0	100.0
KGA54422.1	gnl|YPES214092|GKDD-1752-MONOMER	100.0	100.0
KGA54423.1	gnl|YPES214092|GKDD-1782-MONOMER	100.0	100.0
KGA54424.1	gnl|YPES214092|GKDD-1693-MONOMER	100.0	100.0
KGA54425.1	gnl|YPES214092|GKDD-1790-MONOMER	100.0	100.0
KGA54426.1	gnl|YPES214092|GKDD-1772-MONOMER	100.0	100.0
KGA54427.1	gnl|YPES214092|GKDD-1705-MONOMER	100.0	100.0
KGA54428.1	gnl|YPES214092|GKDD-1795-MONOMER	100.0	100.0
KGA54429.1	gnl|YPES214092|GKDD-1715-MONOMER	100.0	100.0
KGA54430.1	gnl|YPES214092|GKDD-1695-MONOMER	100.0	100.0
KGA54431.1	gnl|YPES214092|GKDD-1728-MONOMER	100.0	100.0
KGA54432.1	gnl|YPES214092|GKDD-1730-MONOMER	100.0	100.0
KGA54433.1	gnl|YPES214092|GKDD-1679-MONOMER	100.0	100.0
KGA54436.1	gnl|YPES214092|GKDD-1802-MONOMER	100.0	100.0
KGA54437.1	gnl|YPES214092|GKDD-1729-MONOMER	100.0	100.0
KGA54438.1	gnl|YPES214092|GKDD-1698-MONOMER	100.0	100.0
KGA54440.1	gnl|YPES214092|GKDD-1759-MONOMER	100.0	100.0
KGA54402.1	gnl|YPES214092|GKDD-1771-MONOMER	100.0	100.0
KGA54400.1	gnl|YPES214092|GKDD-1732-MONOMER	100.0	100.0
KGA54399.1	gnl|YPES214092|GKDD-1747-MONOMER	100.0	100.0
KGA54378.1	gnl|YPES214092|GKDD-1708-MONOMER	100.0	100.0
KGA54360.1	gnl|YPES214092|GKDD-1733-MONOMER	100.0	100.0
KGA54361.1	gnl|YPES214092|GKDD-1754-MONOMER	100.0	100.0
KGA54362.1	gnl|YPES214092|GKDD-1710-MONOMER	100.0	100.0
KGA54363.1	gnl|YPES214092|GKDD-1721-MONOMER	100.0	100.0
KGA54365.1	gnl|YPES214092|GKDD-1707-MONOMER	100.0	100.0
KGA54366.1	gnl|YPES214092|GKDD-1764-MONOMER	100.0	100.0
KGA54369.1	gnl|YPES214092|GKDD-1694-MONOMER	100.0	100.0
KGA54370.1	gnl|YPES214092|GKDD-1806-MONOMER	100.0	100.0
KGA54371.1	gnl|YPES214092|GKDD-1797-MONOMER	100.0	100.0
KGA54373.1	gnl|YPES214092|GKDD-1725-MONOMER	100.0	100.0
KGA54374.1	gnl|YPES214092|GKDD-1703-MONOMER	100.0	100.0
KGA54375.1	gnl|YPES214092|GKDD-1748-MONOMER	100.0	100.0
KGA54376.1	gnl|YPES214092|GKDD-1800-MONOMER	100.0	100.0
KGA54377.1	gnl|YPES214092|GKDD-1799-MONOMER	100.0	100.0
KGA54380.1	gnl|YPES214092|GKDD-1712-MONOMER	100.0	100.0
KGA54398.1	gnl|YPES214092|GKDD-1701-MONOMER	100.0	100.0
KGA54381.1	gnl|YPES214092|GKDD-1773-MONOMER	100.0	100.0
KGA54382.1	gnl|YPES214092|GKDD-1704-MONOMER	100.0	100.0
KGA54383.1	gnl|YPES214092|GKDD-1750-MONOMER	100.0	100.0
KGA54385.1	gnl|YPES214092|GKDD-1742-MONOMER	100.0	100.0
KGA54386.1	gnl|YPES214092|GKDD-1723-MONOMER	100.0	100.0
KGA54388.1	gnl|YPES214092|GKDD-1697-MONOMER	100.0	100.0
KGA54389.1	gnl|YPES214092|GKDD-1791-MONOMER	100.0	100.0
KGA54390.1	gnl|YPES214092|GKDD-1699-MONOMER	100.0	100.0
KGA54391.1	gnl|YPES214092|GKDD-1685-MONOMER	100.0	100.0
KGA54392.1	gnl|YPES214092|GKDD-1796-MONOMER	100.0	100.0
KGA54393.1	gnl|YPES214092|GKDD-1682-MONOMER	100.0	100.0
KGA54394.1	gnl|YPES214092|GKDD-1762-MONOMER	100.0	100.0
KGA54396.1	gnl|YPES214092|GKDD-1745-MONOMER	100.0	100.0
KGA54397.1	gnl|YPES214092|GKDD-1763-MONOMER	100.0	100.0
KGA54441.1	gnl|YPES214092|GKDD-1756-MONOMER	100.0	100.0
KGA54442.1	gnl|YPES214092|GKDD-1724-MONOMER	100.0	100.0
KGA54443.1	gnl|YPES214092|GKDD-1690-MONOMER	100.0	100.0
KGA54500.1	gnl|YPES214092|GKDD-1757-MONOMER	100.0	100.0
KGA54482.1	gnl|YPES214092|GKDD-1778-MONOMER	100.0	100.0
KGA54483.1	gnl|YPES214092|GKDD-1769-MONOMER	100.0	100.0
KGA54484.1	gnl|YPES214092|GKDD-1767-MONOMER	100.0	100.0
KGA54485.1	gnl|YPES214092|GKDD-1783-MONOMER	100.0	100.0
KGA54487.1	gnl|YPES214092|GKDD-1692-MONOMER	100.0	100.0
KGA54488.1	gnl|YPES214092|GKDD-1677-MONOMER	100.0	100.0
KGA54491.1	gnl|YPES214092|GKDD-1755-MONOMER	100.0	100.0
KGA54492.1	gnl|YPES214092|GKDD-1706-MONOMER	100.0	100.0
KGA54493.1	gnl|YPES214092|GKDD-1684-MONOMER	100.0	100.0
KGA54494.1	gnl|YPES214092|GKDD-1691-MONOMER	100.0	100.0
KGA54495.1	gnl|YPES214092|GKDD-1716-MONOMER	100.0	100.0
KGA54496.1	gnl|YPES214092|GKDD-1743-MONOMER	100.0	100.0
KGA54498.1	gnl|YPES214092|GKDD-1734-MONOMER	100.0	100.0
KGA54499.1	gnl|YPES214092|GKDD-1804-MONOMER	100.0	100.0
KGA54501.1	gnl|YPES214092|GKDD-1753-MONOMER	100.0	100.0
KGA54480.1	gnl|YPES214092|GKDD-1775-MONOMER	100.0	100.0
KGA54503.1	gnl|YPES214092|GKDD-1779-MONOMER	100.0	100.0
KGA54504.1	gnl|YPES214092|GKDD-1740-MONOMER	100.0	100.0
KGA54506.1	gnl|YPES214092|GKDD-1687-MONOMER	100.0	100.0
KGA54509.1	gnl|YPES214092|GKDD-2421-MONOMER	100.0	100.0
KGA54510.1	gnl|YPES214092|GKDD-2477-MONOMER	100.0	100.0
KGA54511.1	gnl|YPES214092|GKDD-2419-MONOMER	100.0	100.0
KGA54512.1	gnl|YPES214092|GKDD-2473-MONOMER	100.0	100.0
KGA54513.1	gnl|YPES214092|GKDD-2400-MONOMER	100.0	100.0
KGA54514.1	gnl|YPES214092|GKDD-2402-MONOMER	100.0	100.0
KGA54515.1	gnl|YPES214092|GKDD-2431-MONOMER	100.0	100.0
KGA54516.1	gnl|YPES214092|GKDD-2479-MONOMER	100.0	100.0
KGA54517.1	gnl|YPES214092|GKDD-2451-MONOMER	100.0	100.0
KGA54519.1	gnl|YPES214092|GKDD-2413-MONOMER	100.0	100.0
KGA54521.1	gnl|YPES214092|GKDD-2453-MONOMER	100.0	100.0
KGA54481.1	gnl|YPES214092|GKDD-1709-MONOMER	100.0	100.0
KGA54479.1	gnl|YPES214092|GKDD-1683-MONOMER	100.0	100.0
KGA54444.1	gnl|YPES214092|GKDD-1770-MONOMER	100.0	100.0
KGA54460.1	gnl|YPES214092|GKDD-1726-MONOMER	100.0	100.0
KGA54445.1	gnl|YPES214092|GKDD-1727-MONOMER	100.0	100.0
KGA54447.1	gnl|YPES214092|GKDD-1722-MONOMER	100.0	100.0
KGA54448.1	gnl|YPES214092|GKDD-1673-MONOMER	100.0	100.0
KGA54449.1	gnl|YPES214092|GKDD-1678-MONOMER	100.0	100.0
KGA54450.1	gnl|YPES214092|GKDD-1744-MONOMER	100.0	100.0
KGA54451.1	gnl|YPES214092|GKDD-1674-MONOMER	100.0	100.0
KGA54452.1	gnl|YPES214092|GKDD-1719-MONOMER	100.0	100.0
KGA54453.1	gnl|YPES214092|GKDD-1781-MONOMER	100.0	100.0
KGA54454.1	gnl|YPES214092|GKDD-1746-MONOMER	100.0	100.0
KGA54455.1	gnl|YPES214092|GKDD-1780-MONOMER	100.0	100.0
KGA54456.1	gnl|YPES214092|GKDD-1789-MONOMER	100.0	100.0
KGA54457.1	gnl|YPES214092|GKDD-1741-MONOMER	100.0	100.0
KGA54458.1	gnl|YPES214092|GKDD-1777-MONOMER	100.0	100.0
KGA54459.1	gnl|YPES214092|GKDD-1768-MONOMER	100.0	100.0
KGA54461.1	gnl|YPES214092|GKDD-1749-MONOMER	100.0	100.0
KGA54478.1	gnl|YPES214092|GKDD-1761-MONOMER	100.0	100.0
KGA54462.1	gnl|YPES214092|GKDD-1711-MONOMER	100.0	100.0
KGA54463.1	gnl|YPES214092|GKDD-1731-MONOMER	100.0	100.0
KGA54464.1	gnl|YPES214092|GKDD-1718-MONOMER	100.0	100.0
KGA54465.1	gnl|YPES214092|GKDD-1737-MONOMER	100.0	100.0
KGA54466.1	gnl|YPES214092|GKDD-1774-MONOMER	100.0	100.0
KGA54467.1	gnl|YPES214092|GKDD-1675-MONOMER	100.0	100.0
KGA54468.1	gnl|YPES214092|GKDD-1696-MONOMER	100.0	100.0
KGA54469.1	gnl|YPES214092|GKDD-1686-MONOMER	100.0	100.0
KGA54472.1	gnl|YPES214092|GKDD-1689-MONOMER	100.0	100.0
KGA54473.1	gnl|YPES214092|GKDD-1676-MONOMER	100.0	100.0
KGA54474.1	gnl|YPES214092|GKDD-1739-MONOMER	100.0	100.0
KGA54475.1	gnl|YPES214092|GKDD-1794-MONOMER	100.0	100.0
KGA54476.1	gnl|YPES214092|GKDD-1702-MONOMER	100.0	100.0
KGA54477.1	gnl|YPES214092|GKDD-1681-MONOMER	100.0	100.0
KGA54045.1	gnl|YPES214092|GKDD-1304-MONOMER	100.0	100.0
KGA54043.1	gnl|YPES214092|GKDD-1326-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-1449-MONOMER	100.0	100.0
KGA53728.1	gnl|YPES214092|GKDD-688-MONOMER	100.0	100.0
KGA53735.1	gnl|YPES214092|GKDD-2698-MONOMER	100.0	100.0
KGA53734.1	gnl|YPES214092|GKDD-670-MONOMER	100.0	100.0
KGA53733.1	gnl|YPES214092|GKDD-683-MONOMER	100.0	100.0
KGA53731.1	gnl|YPES214092|GKDD-684-MONOMER	100.0	100.0
KGA53730.1	gnl|YPES214092|GKDD-709-MONOMER	100.0	100.0
KGA53729.1	gnl|YPES214092|GKDD-2703-MONOMER	100.0	100.0
KGA53727.1	gnl|YPES214092|GKDD-1078-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-3105-MONOMER	100.0	100.0
KGA53726.1	gnl|YPES214092|GKDD-666-MONOMER	100.0	100.0
KGA53725.1	gnl|YPES214092|GKDD-2691-MONOMER	100.0	100.0
KGA53724.1	gnl|YPES214092|GKDD-935-MONOMER	100.0	100.0
KGA53724.1	gnl|YPES214092|GKDD-716-MONOMER	100.0	100.0
KGA53724.1	gnl|YPES214092|GKDD-3901-MONOMER	100.0	100.0
KGA53724.1	gnl|YPES214092|GKDD-3864-MONOMER	100.0	100.0
KGA53737.1	gnl|YPES214092|GKDD-1101-MONOMER	100.0	100.0
KGA53738.1	gnl|YPES214092|GKDD-680-MONOMER	100.0	100.0
KGA53739.1	gnl|YPES214092|GKDD-692-MONOMER	100.0	100.0
KGA53741.1	gnl|YPES214092|GKDD-1095-MONOMER	100.0	100.0
KGA53742.1	gnl|YPES214092|GKDD-2675-MONOMER	100.0	100.0
KGA53743.1	gnl|YPES214092|GKDD-728-MONOMER	100.0	100.0
KGA53744.1	gnl|YPES214092|GKDD-1080-MONOMER	100.0	100.0
KGA53745.1	gnl|YPES214092|GKDD-694-MONOMER	100.0	100.0
KGA53746.1	gnl|YPES214092|GKDD-2666-MONOMER	100.0	100.0
KGA53748.1	gnl|YPES214092|GKDD-687-MONOMER	100.0	100.0
KGA53749.1	gnl|YPES214092|GKDD-699-MONOMER	100.0	100.0
KGA53751.1	gnl|YPES214092|GKDD-2695-MONOMER	100.0	100.0
KGA53752.1	gnl|YPES214092|GKDD-2697-MONOMER	100.0	100.0
KGA53753.1	gnl|YPES214092|GKDD-707-MONOMER	100.0	100.0
KGA53754.1	gnl|YPES214092|GKDD-2663-MONOMER	100.0	100.0
KGA53756.1	gnl|YPES214092|GKDD-679-MONOMER	100.0	100.0
KGA53757.1	gnl|YPES214092|GKDD-2677-MONOMER	100.0	100.0
KGA53724.1	gnl|YPES214092|GKDD-3762-MONOMER	100.0	100.0
KGA53724.1	gnl|YPES214092|GKDD-3312-MONOMER	100.0	100.0
KGA53724.1	gnl|YPES214092|GKDD-118-MONOMER	100.0	100.0
KGA53701.1	gnl|YPES214092|GKDD-703-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-3239-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-3357-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-3388-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-344-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-3566-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-3639-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-458-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-466-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-509-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-557-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-661-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-976-MONOMER	100.0	100.0
KGA53699.1	gnl|YPES214092|GKDD-1083-MONOMER	100.0	100.0
KGA53700.1	gnl|YPES214092|GKDD-1086-MONOMER	100.0	100.0
KGA53702.1	gnl|YPES214092|GKDD-701-MONOMER	100.0	100.0
KGA53722.1	gnl|YPES214092|GKDD-2693-MONOMER	100.0	100.0
KGA53703.1	gnl|YPES214092|GKDD-1094-MONOMER	100.0	100.0
KGA53704.1	gnl|YPES214092|GKDD-2670-MONOMER	100.0	100.0
KGA53706.1	gnl|YPES214092|GKDD-685-MONOMER	100.0	100.0
KGA53707.1	gnl|YPES214092|GKDD-691-MONOMER	100.0	100.0
KGA53711.1	gnl|YPES214092|GKDD-2679-MONOMER	100.0	100.0
KGA53712.1	gnl|YPES214092|GKDD-732-MONOMER	100.0	100.0
KGA53714.1	gnl|YPES214092|GKDD-664-MONOMER	100.0	100.0
KGA53715.1	gnl|YPES214092|GKDD-2715-MONOMER	100.0	100.0
KGA53716.1	gnl|YPES214092|GKDD-727-MONOMER	100.0	100.0
KGA53717.1	gnl|YPES214092|GKDD-700-MONOMER	100.0	100.0
KGA53718.1	gnl|YPES214092|GKDD-726-MONOMER	100.0	100.0
KGA53719.1	gnl|YPES214092|GKDD-2692-MONOMER	100.0	100.0
KGA53720.1	gnl|YPES214092|GKDD-1088-MONOMER	100.0	100.0
KGA53721.1	gnl|YPES214092|GKDD-712-MONOMER	100.0	100.0
KGA53758.1	gnl|YPES214092|GKDD-2664-MONOMER	100.0	100.0
KGA53759.1	gnl|YPES214092|GKDD-2712-MONOMER	100.0	100.0
KGA53760.1	gnl|YPES214092|GKDD-696-MONOMER	100.0	100.0
KGA53795.1	gnl|YPES214092|GKDD-2001-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2517-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2644-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2653-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2709-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2779-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-3709-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-4031-MONOMER	100.0	100.0
KGA53785.1	gnl|YPES214092|GKDD-2043-MONOMER	100.0	100.0
KGA53786.1	gnl|YPES214092|GKDD-2012-MONOMER	100.0	100.0
KGA53787.1	gnl|YPES214092|GKDD-2049-MONOMER	100.0	100.0
KGA53789.1	gnl|YPES214092|GKDD-4020-MONOMER	100.0	100.0
KGA53792.1	gnl|YPES214092|GKDD-4011-MONOMER	100.0	100.0
KGA53793.1	gnl|YPES214092|GKDD-4032-MONOMER	100.0	100.0
KGA53794.1	gnl|YPES214092|GKDD-1989-MONOMER	100.0	100.0
KGA53796.1	gnl|YPES214092|GKDD-2016-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2318-MONOMER	100.0	100.0
KGA53799.1	gnl|YPES214092|GKDD-1990-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-1042-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-1300-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-1337-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-1519-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-1536-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-1714-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-1930-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-2011-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-2187-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-2228-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-2271-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-2759-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-2836-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2435-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2080-MONOMER	100.0	100.0
KGA53761.1	gnl|YPES214092|GKDD-678-MONOMER	100.0	100.0
KGA53778.1	gnl|YPES214092|GKDD-1097-MONOMER	100.0	100.0
KGA53762.1	gnl|YPES214092|GKDD-2667-MONOMER	100.0	100.0
KGA53763.1	gnl|YPES214092|GKDD-2694-MONOMER	100.0	100.0
KGA53764.1	gnl|YPES214092|GKDD-677-MONOMER	100.0	100.0
KGA53765.1	gnl|YPES214092|GKDD-1103-MONOMER	100.0	100.0
KGA53766.1	gnl|YPES214092|GKDD-665-MONOMER	100.0	100.0
KGA53767.1	gnl|YPES214092|GKDD-1081-MONOMER	100.0	100.0
KGA53769.1	gnl|YPES214092|GKDD-735-MONOMER	100.0	100.0
KGA53770.1	gnl|YPES214092|GKDD-698-MONOMER	100.0	100.0
KGA53771.1	gnl|YPES214092|GKDD-682-MONOMER	100.0	100.0
KGA53772.1	gnl|YPES214092|GKDD-2682-MONOMER	100.0	100.0
KGA53773.1	gnl|YPES214092|GKDD-1082-MONOMER	100.0	100.0
KGA53775.1	gnl|YPES214092|GKDD-674-MONOMER	100.0	100.0
KGA53776.1	gnl|YPES214092|GKDD-671-MONOMER	100.0	100.0
KGA53777.1	gnl|YPES214092|GKDD-1084-MONOMER	100.0	100.0
KGA53779.1	gnl|YPES214092|GKDD-2702-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2056-MONOMER	100.0	100.0
KGA53780.1	gnl|YPES214092|GKDD-2665-MONOMER	100.0	100.0
KGA53781.1	gnl|YPES214092|GKDD-675-MONOMER	100.0	100.0
KGA53782.1	gnl|YPES214092|GKDD-2668-MONOMER	100.0	100.0
KGA53783.1	gnl|YPES214092|GKDD-719-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-1422-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-1486-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-1510-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-1516-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-1546-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-16-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-1648-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-1888-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-1996-MONOMER	100.0	100.0
KGA53784.1	gnl|YPES214092|GKDD-2024-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-3154-MONOMER	100.0	100.0
KGA53698.1	gnl|YPES214092|GKDD-3021-MONOMER	100.0	100.0
KGA53800.1	gnl|YPES214092|GKDD-3006-MONOMER	100.0	100.0
KGA53652.1	gnl|YPES214092|GKDD-2688-MONOMER	100.0	100.0
KGA53660.1	gnl|YPES214092|GKDD-2707-MONOMER	100.0	100.0
KGA53659.1	gnl|YPES214092|GKDD-1091-MONOMER	100.0	100.0
KGA53658.1	gnl|YPES214092|GKDD-1090-MONOMER	100.0	100.0
KGA53656.1	gnl|YPES214092|GKDD-711-MONOMER	100.0	100.0
KGA53654.1	gnl|YPES214092|GKDD-2705-MONOMER	100.0	100.0
KGA53653.1	gnl|YPES214092|GKDD-695-MONOMER	100.0	100.0
KGA53651.1	gnl|YPES214092|GKDD-2706-MONOMER	100.0	100.0
